source,location,address,property_type,bedrooms,bathrooms,parking,size_sqft,price_kes,listing_url,listing_date
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1152,12300000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116898697,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,2.0,2.0,1.0,1313,15600000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116909664,2026-02-23
property24,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,710,7000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-101757417,2026-02-23
property24,Westlands,"School Ln Spring Valley, Westlands, Nairobi",Apartment,1.0,1.0,1.0,409,7749000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116891450,2026-02-23
property24,Westlands,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1453,15150000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116899100,2026-02-23
property24,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi",House,5.0,4.0,6.0,54,85000000,https://www.property24.co.ke/5-bedroom-house-for-sale-in-kitisuru-116888941,2026-02-23
property24,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",Apartment,,1.0,1.0,484,5500000,https://www.property24.co.ke/apartment-flat-for-sale-in-kilimani-116891418,2026-02-23
property24,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",Apartment,4.0,,2.0,2476,26500000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116887486,2026-02-23
property24,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",Apartment,5.0,,2.0,2691,28200000,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116887471,2026-02-23
property24,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi",Apartment,4.0,4.0,1.0,1851,13900000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-syokimau-116952170,2026-02-23
property24,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi",Apartment,4.0,4.0,1.0,1851,13900000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-syokimau-116952152,2026-02-23
property24,Lavington,"PQG6+5JP Chalbi Dr, Lavington, Nairobi",House,5.0,,4.0,6781,125000000,https://www.property24.co.ke/5-bedroom-house-for-sale-in-lavington-116897287,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1184,13000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116898748,2026-02-23
property24,Karen,"MPP8+J9X Karen, Karen, Nairobi",Townhouse,4.0,4.0,,3229,90000000,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-karen-116933595,2026-02-23
property24,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,710,7000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116897928,2026-02-23
property24,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,700,6900000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116897914,2026-02-23
property24,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,1.0,1195,10400000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116883724,2026-02-23
property24,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",Apartment,4.0,4.0,2.0,129,25000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-101756462,2026-02-23
property24,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,1.0,1281,11200000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116883701,2026-02-23
property24,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,1.0,1378,12500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116883687,2026-02-23
property24,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,1.0,1453,12700000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116883665,2026-02-23
property24,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,1.0,1464,12800000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116883663,2026-02-23
property24,Westlands,"Matundu Lane Spring Valley, Westlands, Nairobi",Apartment,2.0,2.0,1.0,969,14000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116882902,2026-02-23
property24,Westlands,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",Apartment,1.0,1.0,1.0,753,9200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116882188,2026-02-23
property24,Westlands,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",Apartment,1.0,1.0,1.0,721,9000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116882122,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,2.0,1.0,883,12000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116891488,2026-02-23
property24,Spring Valley,"Spring Valley Nairobi, Spring Valley, Nairobi",Townhouse,5.0,6.0,3.0,904,65000000,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-spring-valley-116889051,2026-02-23
property24,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",Apartment,3.0,4.0,2.0,8407,30000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-lavington-116881274,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,2.0,2.0,1.0,1313,15600000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116909674,2026-02-23
property24,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",Apartment,4.0,4.0,2.0,129,25000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116881271,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,3.0,,2.0,1528,17500000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116891483,2026-02-23
property24,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",Apartment,,1.0,1.0,484,5500000,https://www.property24.co.ke/apartment-flat-for-sale-in-kilimani-116891430,2026-02-23
property24,Westlands,"Mogotio Rd Nairobi, Westlands, Nairobi",Apartment,2.0,2.0,1.0,1130,14100000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116882801,2026-02-23
property24,Westlands,"Mogotio Rd 23, Westlands, Nairobi",Apartment,1.0,1.0,6.0,603,6800000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116930282,2026-02-23
property24,Westlands,"Mogotio Rd 23, Westlands, Nairobi",Apartment,1.0,1.0,6.0,603,6800000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116930272,2026-02-23
property24,Westlands,"Mogotio Rd 23, Westlands, Nairobi",Apartment,1.0,1.0,7.0,603,6800000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116930270,2026-02-23
